date,上证综指(000001.SH),沪深300(000300.SH),创业板指(399006.SZ),中证新能源(399417.SZ),中证电子(399813.SZ),国证高端装备(399967.SZ),M2同比(%),CPI同比(%)
2014-01-02,100.0,100.0,100.0,,,,13.6,2.49871692
2014-01-03,98.75551522788373,98.65636108524714,101.4881436875986,,,,13.6,2.49871692
2014-01-06,96.98120828468176,96.41077564042382,99.2741951818563,,,,13.6,2.49871692
2014-01-07,97.057438962125,96.38338520003205,101.4458332051766,,,,13.6,2.49871692
2014-01-08,96.91630791315201,96.55177611501917,105.40283855325157,,,,13.6,2.49871692
2014-01-09,96.12375538485826,95.70379219785889,103.5439530143593,,,,13.6,2.49871692
2014-01-10,95.44469554425052,94.95572309470633,101.52280227426344,,,,13.6,2.49871692
2014-01-13,95.26767729202844,94.47458158518299,102.23442857968061,,,,13.6,2.49871692
2014-01-14,96.08677781744174,95.30004160246135,105.09473722114654,,,,13.6,2.49871692
2014-01-15,95.92113727827089,95.13186602112508,106.17552998755444,,,,13.6,2.49871692
2014-01-16,95.93787199788373,95.25688873882527,104.66315529672477,,,,13.6,2.49871692
2014-01-17,95.04889335148079,93.82035488708334,104.68911172743047,,,,13.6,2.49871692
2014-01-20,94.39960519335712,93.28223609353749,102.98071347176266,,,,13.6,2.49871692
2014-01-21,95.20837096274889,94.20459625371127,105.5625531225361,,,,13.6,2.49871692
2014-01-22,97.26754739647109,96.63295690140043,107.407185130116,,,,13.6,2.49871692
2014-01-23,96.81390849569092,96.12016134519793,109.64153869121076,,,,13.6,2.49871692
2014-01-24,97.3928444614478,96.71400848759117,111.35998943738312,,,,13.6,2.49871692
2014-01-27,96.39293311279532,95.43238566429139,110.85263874124816,,,,13.6,2.49871692
2014-01-28,96.64006652169563,95.60189631426309,110.37784611137408,,,,13.6,2.49871692
2014-01-29,97.18055529876689,95.943243217636,112.26733923329506,,,,13.6,2.49871692
2014-01-30,96.3826457639115,94.85231987555437,112.22615402966085,,,,13.6,2.49871692
2014-02-07,96.92375083377303,95.28440837940757,114.98001129779902,,,,13.2,2.5
2014-02-10,98.89446554852191,97.65527494231212,116.53499654539412,,,,13.2,2.5
2014-02-11,99.72902080082979,98.43168195392032,114.56470840650772,,,,13.2,2.5
2014-02-12,100.02692725422125,98.67647324823922,115.526071584235,,,,13.2,2.5
2014-02-13,99.47918518507983,98.17293703902449,111.41242742889553,,,,13.2,2.5
2014-02-14,100.30629751676672,98.86290912316997,113.71197214109796,,,,13.2,2.5
2014-02-17,101.23391298040613,99.55507761055445,116.92516821042413,,,,13.2,2.5
2014-02-18,100.45885368592864,98.29731375577202,115.92929648320371,,,,13.2,2.5
2014-02-19,101.5723525365426,99.42626502059882,115.8588540310862,,,,13.2,2.5
2014-02-20,101.3935328130874,98.51238900626966,113.66546061786809,,,,13.2,2.5
2014-02-21,100.2041351349942,97.51573873654272,114.00311927279985,,,,13.2,2.5
2014-02-24,98.44973918963187,95.3716615747436,115.5305726993863,,,,13.2,2.5
2014-02-25,96.436500272354,92.93408464679683,110.47919622086373,,,,13.2,2.5
2014-02-26,96.77000948616823,93.17077939584269,109.97612158412247,,,,13.2,2.5
2014-02-27,97.0591930262204,92.77038800539886,106.12556760937521,,,,13.2,2.5
2014-02-28,97.48339209448052,93.84115611775822,107.64371873131569,,,,13.3,2.0
2014-03-03,98.38095143280962,94.33207377503146,109.91265586048944,,,,13.3,2.0
2014-03-04,98.20260578073155,94.06949592115,109.56104374858873,,,,13.3,2.0
2014-03-05,97.33083592531857,93.19537049877303,109.87057043382498,,,,13.3,2.0
2014-03-06,97.63869787762984,93.6113089788103,109.71678233282296,,,,13.3,2.0
2014-03-07,97.55952795764836,93.38408891040312,109.57297170373961,,,,13.3,2.0
2014-03-10,94.76994975317473,90.3448266951711,105.5566266542536,,,,13.3,2.0
